sim,year,cx,cy,cz,volume,mass_kg
275,60,5499.8,2237.52,194.15,128182830.0,446270741.74
275,80,5627.47,2193.06,178.48,171963920.0,600278433.16
275,100,5725.84,2172.38,171.28,202137950.0,744268437.6
275,120,5802.35,2166.49,168.32,231534570.0,872638676.8
275,150,5880.61,2166.4,168.08,263991370.0,1044539243.6
275,200,5970.63,2165.47,167.08,313085010.0,1315346471.9
277,20,5050.0,2550.0,663.68,2425150.0,7988312.7778
277,30,5057.22,2550.0,652.41,2910180.0,19363049.402
277,40,5072.06,2566.67,613.1,4850300.0,31438476.712
277,50,5086.54,2578.08,601.24,7760480.0,43689664.707
277,60,5104.93,2586.23,594.49,8730540.0,55221527.765
277,80,5143.62,2579.85,583.21,12133100.0,76458808.741
277,100,5179.67,2572.2,569.06,16020690.0,96551063.321
277,120,5214.45,2559.57,529.11,18458090.0,114952543.13
277,150,5256.56,2533.57,430.71,25473010.0,140231846.49
277,200,5272.57,2524.31,406.87,28592990.0,181766995.13
279,50,5050.0,2550.0,1055.51,485030.0,14800383.473
279,60,5050.0,2550.0,955.39,1455090.0,18734690.641
279,80,5050.0,2550.0,962.02,1940120.0,26165751.672
279,100,5050.0,2550.0,967.34,1940120.0,33240341.39
279,120,5050.0,2550.0,975.24,2425150.0,39813208.384
279,150,5058.15,2550.0,982.53,2910180.0,48965266.021
279,200,5070.91,2550.0,977.95,3880240.0,64342601.227
280,100,5050.0,2550.0,375.61,487480.0,4716340.5559
280,120,5050.0,2550.0,439.53,1462440.0,5712917.561
280,150,5050.0,2550.0,436.78,1949920.0,7135055.2288
280,200,5050.0,2550.0,440.06,2437400.0,9624780.8952
281,30,5050.0,2550.0,413.31,2437400.0,8038275.7642
281,40,5053.46,2550.0,390.4,3412360.0,12963565.361
281,50,5070.26,2551.1,352.86,5849760.0,17931752.048
281,60,5084.04,2548.67,335.75,7799680.0,22692622.753
281,80,5112.94,2550.77,314.84,10237080.0,31644742.314
281,100,5136.94,2553.22,308.84,12674480.0,40157965.148
281,120,5153.62,2556.29,302.75,15599360.0,48047314.987
281,150,5173.86,2558.53,298.56,18036760.0,59006266.006
281,200,5202.54,2562.01,294.82,22911560.0,77346615.428
282,80,5050.0,2550.0,592.54,970060.0,6596075.2718
282,100,5050.0,2550.0,649.37,2425150.0,8444738.0373
282,120,5050.0,2550.0,647.84,2425150.0,10194397.18
282,150,5050.0,2550.0,653.32,2425150.0,12673011.507
282,200,5050.0,2550.0,627.59,3400110.0,16959351.22
283,20,5050.0,2550.0,1096.54,2425150.0,19640004.592
283,30,5050.0,2550.0,1095.62,2910180.0,47588643.887
283,40,5050.0,2550.0,1023.22,4365270.0,77682230.532
283,50,5062.51,2550.68,979.92,8730540.0,108386898.72
283,60,5069.72,2552.2,957.67,10185630.0,136770236.09
283,80,5084.47,2559.14,936.86,11640720.0,187940319.98
283,100,5104.81,2563.97,929.94,14065870.0,236098003.94
283,120,5121.86,2565.43,933.66,16976050.0,279678291.36
283,150,5139.74,2564.86,941.17,18431140.0,338873342.85
283,200,5166.13,2559.08,958.91,21341320.0,434332728.49
284,20,5050.0,2550.0,933.87,970060.0,16804168.603
284,30,5050.0,2550.0,867.82,2425150.0,40779103.702
284,40,5066.47,2549.66,833.83,5335330.0,66531412.781
284,50,5086.0,2549.63,824.88,6790420.0,92781752.155
284,60,5094.92,2549.64,824.14,6790420.0,117122393.03
284,80,5115.42,2549.66,824.16,7760480.0,161164209.29
284,100,5123.3,2549.66,827.01,8245510.0,202650422.81
284,120,5124.46,2549.64,834.02,8245510.0,240270022.4
284,150,5120.97,2549.78,855.66,6305390.0,291467592.7
284,200,5095.51,2549.83,864.59,4850300.0,374293520.65
286,20,5050.0,2550.0,401.68,2437400.0,5625167.2916
286,30,5063.96,2561.04,357.12,3899840.0,13606567.841
286,40,5092.33,2598.35,264.99,9799600.0,22032840.02
286,50,5111.9,2620.9,171.58,17949280.0,30562194.011
286,60,5141.03,2630.22,133.97,23561560.0,38648466.611
286,80,5190.81,2637.41,110.76,37373520.0,53665351.688
286,100,5236.63,2639.18,100.23,44160760.0,67902002.891
286,120,5272.45,2641.3,97.94,51285480.0,81002431.124
286,150,5314.03,2641.66,96.62,59435160.0,99079647.004
286,200,5367.47,2643.22,94.2,67634840.0,129001283.0
287,30,5050.0,2550.0,1048.26,2425150.0,18176998.862
287,40,5050.0,2550.0,1048.21,2425150.0,29498738.922
287,50,5050.0,2550.0,1048.83,2425150.0,40980587.476
287,60,5057.15,2549.67,1033.11,3880240.0,51802144.721
287,80,5055.46,2549.83,1008.42,4850300.0,71761211.176
287,100,5060.5,2547.64,989.82,6305390.0,90651164.279
287,120,5065.74,2547.65,976.2,6305390.0,107966167.69
287,150,5077.58,2543.57,961.34,9700600.0,131771894.29
287,200,5097.43,2539.06,946.15,12610780.0,170937571.68
288,40,5050.0,2550.0,1104.01,485030.0,13597310.883
288,50,5050.0,2550.0,1011.51,1455090.0,18813129.56
288,60,5050.0,2550.0,1022.14,2425150.0,23806471.015
288,80,5050.0,2550.0,1028.98,2425150.0,33185214.701
288,100,5050.0,2550.0,1027.77,2425150.0,42101669.376
288,120,5050.0,2550.0,1026.06,2425150.0,50359442.306
288,150,5068.82,2550.0,1013.86,4365270.0,61823320.693
288,200,5070.2,2550.0,1003.43,4365270.0,80989668.125
289,10,5050.0,2550.0,563.65,1942570.0,10159777.983
289,20,5082.23,2557.21,474.78,17042200.0,74886213.34
289,30,5139.25,2566.2,253.9,53033410.0,157528683.21
289,40,5160.19,2565.2,210.39,80017400.0,248066382.25
289,50,5174.18,2561.57,207.14,102246650.0,341046242.13
289,60,5196.08,2556.89,208.53,118036210.0,425152134.41
289,80,5225.55,2557.73,210.95,139338050.0,572916414.55
289,100,5256.31,2557.08,211.39,159032350.0,711103305.73
289,120,5296.32,2556.35,214.69,177651690.0,834369007.43
289,150,5353.66,2553.92,214.64,203480780.0,999522532.26
289,200,5432.77,2548.61,212.42,228927290.0,1259928904.0
290,30,5050.0,2550.0,1201.02,485030.0,15117416.528
290,40,5050.0,2550.0,1256.92,2111970.0,24499097.027
290,50,5050.0,2550.0,1253.79,2111970.0,34002080.373
290,60,5050.0,2550.0,1258.03,2111970.0,42992145.312
290,80,5056.27,2550.0,1242.86,3061840.0,59645849.437
290,100,5067.31,2550.0,1241.48,3991520.0,75424531.751
290,120,5066.77,2550.0,1224.01,4476550.0,89923433.877
290,150,5065.89,2550.0,1209.27,4476550.0,109903834.59
290,200,5062.24,2550.0,1177.51,4961580.0,142902896.95
292,20,5050.0,2550.0,450.05,2434950.0,6411283.8769
292,30,5050.0,2550.0,285.29,5847310.0,15520684.472
292,40,5065.95,2547.9,85.13,17809350.0,25157691.075
292,50,5080.46,2545.8,65.74,25284070.0,34920975.344
292,60,5093.17,2544.83,59.43,29971390.0,44152353.637
292,80,5110.7,2543.52,54.77,38808550.0,61242414.165
292,100,5121.86,2543.81,52.87,42670910.0,77432026.883
292,120,5132.25,2541.81,52.43,46183270.0,92303279.947
292,150,5141.04,2542.63,53.11,51945550.0,112789996.71
292,200,5155.58,2541.78,54.5,57507830.0,146606656.1
293,20,5050.0,2550.0,502.89,1459990.0,6084409.0301
293,30,5050.0,2550.0,486.49,3407460.0,14724641.721
293,40,5056.84,2549.33,400.68,6332340.0,23857762.744
293,50,5076.34,2548.9,370.21,9257220.0,33107385.165
293,60,5091.57,2546.67,354.64,12669580.0,41862445.682
293,80,5127.81,2539.69,340.88,16569420.0,58090934.91
293,100,5156.82,2537.3,331.57,19006820.0,73469117.253
293,120,5180.05,2530.12,327.56,21444220.0,87604991.967
293,150,5198.09,2528.09,328.31,23876720.0,107091590.03
293,200,5214.55,2526.3,328.0,25339160.0,139292823.75
294,40,5050.0,2550.0,598.46,1942570.0,11414323.85
294,50,5050.0,2550.0,603.12,1942570.0,15778133.093
294,60,5050.0,2550.0,607.28,1942570.0,19970642.619
294,80,5071.42,2550.0,609.39,3397660.0,27877595.547
294,100,5074.53,2550.0,601.09,3397660.0,35402462.483
294,120,5079.36,2550.0,603.03,3397660.0,42387738.016
294,150,5101.59,2550.0,609.79,4367720.0,52106303.012
294,200,5119.02,2550.0,617.66,4852750.0,68413895.025
295,120,5050.0,2550.0,1323.72,1394520.0,12301161.342
295,150,5050.0,2550.0,1324.12,1394520.0,15269121.851
295,200,5050.0,2550.0,1320.26,1859360.0,20381319.107
296,30,5050.0,2550.0,375.61,487480.0,3992146.7858
296,40,5050.0,2550.0,431.13,1949920.0,6403874.8947
296,50,5050.0,2550.0,449.11,2434950.0,8825043.3832
296,60,5050.0,2550.0,425.66,3409910.0,11178631.725
296,80,5050.0,2550.0,328.15,5359830.0,15677865.189
296,100,5057.74,2549.92,175.31,10484630.0,19974101.048
296,120,5066.2,2549.77,125.2,14046990.0,23993177.365
296,150,5079.81,2547.71,103.27,16784390.0,29625383.789
296,200,5099.56,2549.12,86.14,21521710.0,39190459.877
297,30,5050.0,2550.0,1160.32,2404960.0,26566601.394
297,40,5050.0,2550.0,1158.55,2404960.0,43233584.484
297,50,5056.87,2550.0,1123.8,3860050.0,60177371.425
297,60,5061.35,2550.0,1096.2,5315140.0,76024542.126
297,80,5066.62,2550.0,1068.07,6285200.0,104990820.57
297,100,5080.29,2550.0,1054.52,8225320.0,132344631.95
297,120,5093.91,2550.0,1055.39,9195380.0,157290865.36
297,150,5111.06,2550.0,1058.51,10165440.0,191424587.67
297,200,5132.54,2550.0,1054.16,11135500.0,247139020.45
298,80,5050.0,2550.0,1150.31,1455090.0,17609012.132
298,100,5050.0,2550.0,1165.19,1919930.0,22419806.441
298,120,5050.0,2550.0,1163.8,1919930.0,26913232.197
298,150,5050.0,2550.0,1172.7,2384770.0,33201020.214
298,200,5050.0,2550.0,1171.46,2384770.0,43853562.992
299,20,5050.0,2550.0,583.87,1942570.0,6862721.1776
299,30,5050.0,2553.45,590.72,3402560.0,16620335.31
299,40,5050.0,2563.02,552.04,5352480.0,26954194.273
299,50,5053.55,2559.5,525.15,7302400.0,37428119.41
299,60,5061.84,2561.73,509.69,9739800.0,47317666.866
299,80,5083.06,2560.64,499.37,12664680.0,65596513.397
299,100,5101.5,2557.3,492.39,14127120.0,82905329.512
299,120,5118.49,2559.12,492.1,16077040.0,98790065.487
299,150,5139.92,2553.84,494.34,17539480.0,120654065.43
299,200,5152.9,2547.05,494.61,18511990.0,156692543.64
300,20,5050.0,2550.0,397.63,2437400.0,5896364.185
300,30,5037.58,2534.69,341.92,3899840.0,14266776.966
300,40,5010.75,2492.63,310.38,7312200.0,23110306.328
300,50,5001.26,2457.35,299.52,9262120.0,32064796.306
300,60,4998.52,2426.58,287.87,12187000.0,40545947.317
300,80,5003.86,2384.28,247.13,19261720.0,56278485.485
300,100,5000.7,2365.2,232.04,24186520.0,71189463.832
300,120,4996.86,2352.98,220.45,28723840.0,84901684.455
300,150,4991.46,2351.57,216.53,31211240.0,103811802.12
300,200,4989.87,2349.52,213.85,37598480.0,135081063.63
301,200,5050.0,2550.0,1295.73,1394520.0,16531946.518
302,100,5050.0,2550.0,424.36,487480.0,4918538.5113
302,120,5050.0,2550.0,445.34,974960.0,5956372.964
302,150,5050.0,2550.0,463.57,1462440.0,7436606.4622
302,200,5050.0,2550.0,489.82,2432500.0,10025746.801
303,20,5050.0,2550.0,965.0,2425150.0,23790618.608
303,30,5050.0,2550.0,815.12,5335330.0,57422032.524
303,40,5074.06,2549.77,728.27,13098260.0,93741032.641
303,50,5101.52,2551.62,690.26,17951010.0,130839622.87
303,60,5127.65,2551.28,676.75,20861190.0,165006345.2
303,80,5168.82,2549.54,659.29,26203870.0,226332638.13
303,100,5203.91,2548.04,651.5,31544100.0,283986245.81
303,120,5243.17,2547.75,653.06,34454280.0,336031656.7
303,150,5285.24,2548.5,657.1,37366910.0,406559974.48
303,200,5312.42,2550.8,666.15,36396850.0,519859293.91
304,20,5059.7,2560.4,634.85,4852750.0,32051142.184
304,30,5115.22,2568.44,486.0,15075130.0,76327917.048
304,40,5150.23,2581.96,421.35,27259680.0,124352681.87
304,50,5177.86,2604.02,388.89,37494310.0,173490246.64
304,60,5204.6,2619.47,373.23,49673960.0,218495827.56
304,80,5256.26,2646.44,347.53,69168260.0,298750376.04
304,100,5303.76,2668.71,323.75,87740050.0,374077515.03
304,120,5354.87,2672.0,317.35,103336960.0,441829357.15
304,150,5428.11,2660.97,318.32,117476330.0,533323678.48
304,200,5544.93,2641.86,311.3,132595560.0,679466912.6
305,30,5050.0,2550.0,1271.19,2111970.0,23781198.815
305,40,5050.0,2550.0,1273.33,2111970.0,38670401.431
305,50,5076.06,2550.0,1251.96,3082030.0,53796228.211
305,60,5105.92,2550.0,1241.83,3567060.0,67974808.515
305,80,5148.02,2558.9,1232.86,4537120.0,93959335.171
305,100,5178.53,2560.0,1228.47,5507180.0,118513298.11
305,120,5200.41,2559.3,1224.69,6457050.0,140939278.44
305,150,5220.76,2560.3,1222.21,8356790.0,171667477.79
305,200,5251.48,2561.43,1217.8,9811880.0,221939260.33
306,40,5050.0,2550.0,494.47,974960.0,5404568.1174
306,50,5050.0,2550.0,493.66,974960.0,7441216.923
306,60,5050.0,2550.0,494.49,974960.0,9427867.9958
306,80,5050.0,2550.0,473.08,1462440.0,13240722.757
306,100,5056.38,2550.0,454.7,2437400.0,16885141.851
306,120,5058.37,2550.0,448.34,2437400.0,20302198.368
306,150,5061.56,2550.0,445.97,2437400.0,25100894.789
306,200,5075.23,2550.0,443.84,2924880.0,33279275.536
307,80,5050.0,2550.0,715.99,485030.0,8958771.1249
307,100,5050.0,2550.0,715.99,485030.0,11449795.095
307,120,5050.0,2550.0,715.99,485030.0,13797715.295
307,150,5050.0,2550.0,715.99,485030.0,17111140.134
307,200,5050.0,2550.0,738.9,1455090.0,22804528.578
308,80,5050.0,2550.0,910.0,485030.0,13523320.874
308,100,5050.0,2550.0,892.85,970060.0,17243473.714
308,120,5050.0,2550.0,894.79,970060.0,20730549.509
308,150,5050.0,2550.0,897.26,970060.0,25626282.015
308,200,5050.0,2550.0,898.83,970060.0,33966356.523
309,20,5050.0,2550.0,584.81,2427600.0,10773429.141
309,30,5050.0,2550.0,553.72,2427600.0,26149417.647
309,40,5053.85,2550.31,549.14,4852750.0,42549988.361
309,50,5064.81,2550.55,555.37,7277900.0,59221264.878
309,60,5074.32,2553.2,557.86,11158140.0,74818548.79
309,80,5097.6,2556.01,561.4,14553350.0,103338777.11
309,100,5122.59,2556.67,562.79,17953460.0,130273863.99
309,120,5149.67,2560.41,563.13,21353570.0,154843420.35
309,150,5182.32,2566.09,562.85,25238710.0,188468452.91
309,200,5227.93,2577.82,561.89,30581390.0,243370692.95
310,120,5050.0,2550.0,521.85,487480.0,6341156.7396
310,150,5050.0,2550.0,521.85,487480.0,7913014.0687
310,200,5050.0,2550.0,521.85,487480.0,10658769.184
311,50,5050.0,2550.0,1197.82,1434900.0,27913512.52
311,60,5050.0,2550.0,1216.76,1899740.0,35303379.696
311,80,5050.0,2550.0,1215.51,1899740.0,49056098.669
311,100,5064.5,2550.0,1219.5,2364580.0,62101108.83
311,120,5066.76,2550.0,1219.63,2364580.0,74119421.886
311,150,5072.47,2550.0,1208.18,1899740.0,90722164.25
311,200,5102.21,2550.0,1215.37,2364580.0,118254730.89
312,20,5050.0,2550.0,1086.49,2425150.0,21900830.476
312,30,5050.0,2550.0,1077.4,2425150.0,52967484.183
312,40,5053.52,2550.0,1048.09,3395210.0,86474537.346
312,50,5053.35,2550.0,1036.23,3395210.0,120684212.88
312,60,5054.32,2550.27,1036.1,4850300.0,152240506.05
312,80,5062.35,2549.86,1039.68,6305390.0,208988154.24
312,100,5077.43,2547.41,1041.66,9700600.0,262362055.37
312,120,5089.17,2544.13,1040.25,11155690.0,310594887.73
312,150,5104.55,2543.5,1039.44,13580840.0,376022127.43
312,200,5128.56,2538.25,1035.89,17461080.0,481300164.89
313,20,5063.82,2552.31,708.13,6305390.0,43979531.632
313,30,5105.08,2537.01,652.54,15048180.0,101658326.05
313,40,5125.38,2543.48,597.8,26720750.0,164484270.82
313,50,5137.23,2559.23,552.01,36453200.0,228867946.94
313,60,5151.96,2571.69,529.52,49590660.0,287526496.04
313,80,5186.66,2592.95,471.79,74565390.0,391470588.59
313,100,5207.31,2611.61,427.26,98232580.0,488882117.83
313,120,5223.65,2617.73,405.08,114542470.0,576190529.62
313,150,5251.16,2619.24,392.6,133564990.0,693701311.97
313,200,5295.33,2624.81,379.47,161495000.0,880373547.52
314,20,5050.0,2550.0,1005.08,1455090.0,15512467.065
314,30,5050.0,2550.0,1028.56,2425150.0,37659107.914
314,40,5050.0,2572.9,1012.39,3395210.0,61417768.65
314,50,5055.48,2590.79,999.61,5335330.0,85623968.682
314,60,5060.63,2603.19,991.58,5820360.0,108105003.67
314,80,5072.57,2627.76,976.61,7760480.0,148858655.18
314,100,5088.36,2639.43,972.17,8730540.0,187265298.44
314,120,5104.0,2648.2,966.83,8730540.0,222129129.76
314,150,5121.01,2657.75,961.63,10185630.0,269623762.6
314,200,5121.68,2665.19,953.16,10670660.0,346585945.81
315,20,5050.0,2550.0,998.35,2425150.0,23528073.742
315,30,5050.0,2550.0,838.78,5820360.0,56805650.277
315,40,5054.19,2546.56,675.24,13105610.0,92736499.724
315,50,5062.72,2540.64,608.15,19922980.0,129436236.05
315,60,5079.08,2537.9,570.03,27225380.0,163242796.34
315,80,5112.23,2534.27,531.11,39395230.0,223937882.46
315,100,5143.82,2533.48,511.14,48157620.0,281001611.43
315,120,5176.06,2535.47,501.12,57407490.0,332521764.3
315,150,5211.28,2538.36,499.29,67622520.0,402347609.34
315,200,5241.92,2543.16,497.72,78322580.0,514543088.36
316,100,5050.0,2550.0,689.68,970060.0,7887779.4144
316,120,5050.0,2550.0,716.81,1455090.0,9525819.9063
316,150,5050.0,2550.0,714.75,1455090.0,11848301.875
316,200,5050.0,2550.0,721.65,1940120.0,15870414.096
317,20,5050.0,2550.0,645.4,2425150.0,15186018.173
317,30,5059.01,2550.0,597.36,5342680.0,36869117.096
317,40,5054.57,2544.66,394.72,10212580.0,60122722.594
317,50,5033.11,2502.69,250.65,19029870.0,83811232.466
317,60,5031.14,2475.95,222.49,21027340.0,105820833.88
317,80,5025.69,2449.6,207.11,26869750.0,145739885.51
317,100,5020.41,2439.61,202.75,29789730.0,183364642.43
317,120,5019.76,2434.92,207.08,31737200.0,217528328.37
317,150,5025.57,2430.45,213.13,36167170.0,264081569.35
317,200,5029.7,2425.28,214.11,38704570.0,339551454.18
318,30,5050.0,2550.0,812.99,485030.0,16796306.579
318,40,5050.0,2550.0,876.11,1940120.0,27241759.061
318,50,5050.0,2550.0,894.73,2425150.0,37829513.424
318,60,5060.42,2550.0,890.32,2910180.0,47824402.129
318,80,5085.31,2550.0,906.04,4365270.0,66293338.901
318,100,5110.87,2550.0,911.14,5335330.0,83781077.724
318,120,5134.04,2550.0,914.39,5335330.0,99827750.656
318,150,5148.1,2550.0,893.28,3395210.0,121911707.51
318,200,5050.0,2550.0,812.99,485030.0,158304728.25
319,10,5050.0,2550.0,724.1,2425150.0,11777422.937
319,20,5049.51,2542.49,358.28,20494760.0,79939802.604
319,30,5050.91,2557.3,200.96,38396760.0,165699188.62
319,40,5064.13,2557.85,184.08,49803900.0,259707477.63
319,50,5070.9,2557.85,180.1,55803660.0,356272465.18
319,60,5074.52,2556.73,182.12,60776010.0,443556870.16
319,80,5074.31,2555.71,185.3,66185840.0,596769932.07
319,100,5073.11,2555.86,186.25,69160720.0,740021425.32
319,120,5073.54,2555.56,191.28,71598120.0,867742212.35
319,150,5073.43,2555.92,191.21,73063010.0,1038784551.0
319,200,5074.5,2555.86,194.47,75012930.0,1308269286.1
320,20,5050.0,2550.0,542.55,2917530.0,17633745.807
320,30,5064.32,2550.32,245.63,14859700.0,42777337.026
320,40,5106.18,2548.96,142.93,28134180.0,69805286.283
320,50,5150.9,2547.48,136.16,37938950.0,97364062.088
320,60,5181.04,2544.71,142.39,44036260.0,122893521.36
320,80,5229.81,2542.47,148.88,55053470.0,169034250.57
320,100,5265.35,2541.89,156.37,64613140.0,212485500.83
320,120,5322.4,2544.32,182.4,71093030.0,251862051.73
320,150,5386.36,2550.32,214.91,73675530.0,305418559.84
320,200,5447.88,2558.5,262.84,75328170.0,391975069.43
322,40,5050.0,2550.0,1313.92,1859360.0,16112322.189
322,50,5050.0,2550.0,1313.91,1859360.0,22312900.531
322,60,5050.0,2550.0,1314.11,1859360.0,28228649.458
322,80,5050.0,2545.64,1301.29,2324200.0,39295748.996
322,100,5050.0,2534.9,1290.67,2324200.0,49806955.256
322,120,5050.0,2524.1,1278.79,2809230.0,59519669.062
322,150,5056.3,2517.99,1272.54,3294260.0,72974786.605
322,200,5065.25,2503.49,1261.47,4749350.0,95391077.45
323,30,5050.0,2550.0,667.49,485030.0,7235229.2421
323,40,5050.0,2550.0,681.54,970060.0,11659029.041
323,50,5050.0,2550.0,706.61,1940120.0,16118203.276
323,60,5050.0,2550.0,711.02,1940120.0,20400492.967
323,80,5050.0,2561.9,718.41,2910180.0,28472755.294
323,100,5054.62,2569.63,715.59,3395210.0,36153995.582
323,120,5055.15,2570.94,714.62,3395210.0,43282413.083
323,150,5056.11,2571.91,707.79,2910180.0,53197501.983
323,200,5056.73,2571.75,708.26,2910180.0,69827522.114
325,20,5050.0,2550.0,1320.56,1859360.0,13876752.722
325,30,5050.0,2550.0,1318.43,1859360.0,33695622.156
325,40,5050.0,2550.0,1270.31,2829420.0,54919825.813
325,50,5050.0,2550.0,1225.96,3799480.0,76528844.666
325,60,5058.58,2550.0,1216.08,5214190.0,96642682.972
325,80,5069.51,2549.94,1196.32,8083990.0,133201187.05
325,100,5076.23,2550.01,1191.93,8569020.0,167676638.56
325,120,5084.68,2550.0,1191.2,9054050.0,199018203.31
325,150,5099.86,2549.85,1195.47,10468760.0,241774278.83
325,200,5114.63,2549.74,1202.44,11883470.0,311218019.46
326,40,5050.0,2550.0,1150.99,1455090.0,13888836.225
326,50,5050.0,2550.0,1152.19,2404960.0,19218639.643
326,60,5050.0,2550.0,1153.41,2404960.0,24318913.284
326,80,5050.0,2550.0,1154.0,2404960.0,33893737.34
326,100,5054.3,2550.0,1141.79,2889990.0,42995484.034
326,120,5059.11,2550.36,1129.81,3860050.0,51422476.547
326,150,5058.53,2550.79,1115.19,4345080.0,63118172.069
326,200,5070.1,2551.19,1100.69,6285200.0,82663473.505
327,100,5050.0,2550.0,1079.31,970060.0,15937675.653
327,120,5050.0,2550.0,1079.38,970060.0,19169344.446
327,150,5050.0,2550.0,1079.49,970060.0,23710994.559
327,200,5050.0,2550.0,1071.09,1455090.0,31460700.247
328,20,5050.0,2550.0,946.96,2425150.0,14709788.847
328,30,5050.0,2550.0,914.1,3395210.0,35715704.506
328,40,5056.33,2549.32,843.4,5820360.0,58231791.826
328,50,5070.76,2548.83,817.16,8245510.0,81164451.901
328,60,5079.67,2548.8,809.7,8245510.0,102485376.92
328,80,5081.33,2548.63,810.45,8245510.0,141184466.8
328,100,5085.4,2548.7,811.32,8730540.0,177666138.62
328,120,5082.73,2548.86,819.51,8730540.0,210805882.98
328,150,5071.68,2548.68,831.14,8245510.0,255981906.93
328,200,5063.76,2546.55,846.49,7275450.0,329267425.92
329,20,5050.0,2550.0,608.96,3887590.0,19116116.91
329,30,5098.5,2560.91,114.07,25361750.0,46335437.868
329,40,5201.07,2642.13,71.7,44411030.0,75631456.508
329,50,5268.4,2692.92,66.12,57885510.0,105517490.17
329,60,5322.45,2721.74,68.34,70185030.0,133158756.45
329,80,5413.91,2754.44,69.75,87069420.0,183022307.57
329,100,5479.56,2770.75,72.76,98979010.0,229957625.04
329,120,5540.9,2781.41,78.19,108103650.0,272446669.23
329,150,5592.87,2781.25,83.54,116303330.0,330178736.75
329,200,5674.36,2783.28,87.85,129525360.0,423330029.65
330,60,5050.0,2550.0,789.16,970060.0,17296784.182
330,80,5050.0,2550.0,809.61,1455090.0,24173054.676
330,100,5050.0,2550.0,809.83,1455090.0,30722496.953
330,120,5050.0,2550.0,810.1,1455090.0,36813924.747
330,150,5050.0,2550.0,810.22,1455090.0,45304058.34
330,200,5050.0,2550.0,790.75,970060.0,59592841.865
331,10,5042.38,2549.76,204.1,7994780.0,23641717.219
331,20,5032.04,2547.42,98.56,21856740.0,112714106.08
331,30,5035.38,2545.7,105.41,28393980.0,214826968.93
331,40,5038.65,2545.56,113.35,33756260.0,327076438.14
331,50,5042.37,2544.88,121.66,36681140.0,442495963.03
331,60,5045.3,2543.86,128.35,38631060.0,546460688.73
331,80,5048.28,2543.27,134.69,40093500.0,728193902.6
331,100,5050.27,2542.95,136.51,41068460.0,897937891.54
331,120,5052.24,2542.48,141.6,41068460.0,1048929620.1
331,150,5053.32,2542.07,142.07,41118460.0,1250689695.6
331,200,5055.54,2541.41,144.86,41168460.0,1567424099.6
332,30,5050.0,2550.0,447.31,1459990.0,6512428.1879
332,40,5050.0,2550.0,464.0,2434950.0,10485813.155
332,50,5050.0,2550.0,472.69,2434950.0,14488126.058
332,60,5050.0,2550.0,439.62,3409910.0,18339949.635
332,80,5062.41,2550.0,399.7,6334790.0,25618832.385
332,100,5067.18,2550.0,376.1,7309750.0,32549398.952
332,120,5079.57,2550.0,375.44,8772190.0,38990280.291
332,150,5097.27,2550.0,386.99,10234630.0,47960937.977
332,200,5126.49,2550.0,391.6,13159510.0,63040133.83
333,10,5050.0,2550.0,765.76,1455090.0,9947603.0776
333,20,5084.76,2563.07,620.53,11648070.0,74205375.255
333,30,5140.52,2621.42,554.38,26240620.0,156411917.44
333,40,5182.64,2685.8,403.1,54242680.0,246464392.34
333,50,5218.77,2716.21,324.94,85772070.0,338943074.06
333,60,5248.91,2719.38,313.12,99847010.0,422604443.06
333,80,5296.12,2718.52,310.91,124419560.0,569606308.16
333,100,5337.89,2721.38,312.16,147006890.0,707084451.78
333,120,5383.52,2723.37,314.63,163224130.0,829726527.65
333,150,5430.93,2726.36,314.67,180023950.0,994055509.67
333,200,5488.38,2730.63,310.46,198493560.0,1253190183.4
334,40,5050.0,2550.0,1101.97,1455090.0,15280045.925
334,50,5050.0,2550.0,1119.47,1940120.0,21154403.747
334,60,5050.0,2550.0,1128.76,2404960.0,26764932.261
334,80,5050.0,2550.0,1120.2,2404960.0,37274102.796
334,100,5050.0,2550.0,1109.15,2404960.0,47258484.762
334,120,5050.0,2550.0,1098.68,2404960.0,56490919.666
334,150,5050.0,2550.0,1089.15,2404960.0,69289189.331
334,200,5050.0,2550.0,1080.23,2404960.0,90634676.126
336,20,5050.0,2550.0,1302.42,1859360.0,21781085.026
336,30,5050.0,2550.0,1294.75,1859360.0,52683881.07
336,40,5057.62,2550.0,1278.95,3253880.0,86011407.843
336,50,5057.39,2550.0,1271.42,3253880.0,120036689.25
336,60,5065.08,2550.0,1272.43,4648400.0,151426221.1
336,80,5073.46,2550.58,1276.71,7437440.0,207881073.88
336,100,5091.03,2551.19,1281.08,9761640.0,260981227.57
336,120,5105.4,2552.91,1282.81,10691320.0,308970053.59
336,150,5127.66,2553.5,1284.24,12550680.0,374070645.52
336,200,5156.34,2555.78,1285.86,14410040.0,478834584.14
338,20,5050.0,2550.0,715.65,1455090.0,12032648.62
338,30,5050.0,2550.0,692.46,3395210.0,29214537.432
338,40,5056.3,2550.0,632.57,6800220.0,47573404.727
338,50,5060.1,2550.0,489.96,10692710.0,66248390.15
338,60,5067.52,2557.35,288.05,20054830.0,83681248.839
338,80,5092.16,2574.78,167.28,33852090.0,115474207.76
338,100,5104.47,2580.34,141.18,43554410.0,145480661.33
338,120,5112.92,2579.62,133.83,51259260.0,172811383.2
338,150,5121.79,2578.26,129.38,57501670.0,210162990.65
